group,predicted_rank,advance_cutoff,predicted_advances,confidence_tier,gap_to_cutoff,prediction_score,support_score,conversion_score,code,title,bvid,views,likes,coins,favorites,shares,replies,danmaku,partial_blend_like,partial_blend_coin,partial_blend_favorite,adjusted_raw_like,adjusted_raw_coin,adjusted_raw_favorite,adjusted_rate_like,adjusted_rate_coin,adjusted_rate_favorite
外文组,14,10,false,Unlikely advance,-9.81,53.18,60.54,45.83,YF1004,【YF1004】If the rain stopped（若雨曾停）【歌影回战S3】,BV1EQEf67Eqg,381,23,6,14,3,12,0,0.4837,0.1920,0.4030,0.862155,0.439534,0.453180,0.845523,0.335772,0.278151
外文组,15,10,false,Unlikely advance,-12.30,50.69,46.39,54.98,YF1028,【YF1028】She Walks In Beauty (她走在美的光彩中)【歌影回战S3】,BV1HCEf6XEky,219,12,6,9,0,7,0,0.4837,0.1920,0.4030,0.468216,0.678300,0.406152,0.576745,0.696970,0.502484
外文组,16,10,false,Unlikely advance,-14.20,48.79,47.45,50.13,YF1029,【YF1029】Ghost（鬼魂）【歌影回战S3】,BV1HCEf6XEt7,257,12,4,10,6,4,0,0.4837,0.1920,0.4030,0.410572,0.382306,0.564456,0.453558,0.412609,0.582547
外文组,17,10,false,Unlikely advance,-16.30,46.69,50.65,42.73,YF1018,【YF1018】Frozen【歌影回战S3】,BV1pCEf6XEtB,298,18,4,11,3,4,1,0.4837,0.1920,0.4030,0.816207,0.280983,0.387150,0.784917,0.226193,0.320666
外文组,18,10,false,Unlikely advance,-16.97,46.02,40.27,51.76,YF1022,【YF1022】밤의빛(夜晚的灯光)【歌影回战S3】,BV1HCEf6XEXF,214,10,6,8,0,9,0,0.4837,0.1920,0.4030,0.227766,0.652595,0.431031,0.426217,0.738906,0.436455
外文组,19,10,false,Unlikely advance,-17.73,45.26,48.59,41.92,YF1010,【YF1010】Song for Walnut【歌影回战S3】,BV1HCEf6XE83,302,15,2,16,2,8,0,0.4837,0.1920,0.4030,0.532771,0.048973,0.855274,0.398876,0.000000,0.879243
外文组,20,10,false,Unlikely advance,-19.79,43.20,42.60,43.81,YF1002,【YF1002】情绪影【歌影回战S3】,BV1EQEf67E55,286,13,4,13,1,9,0,0.4837,0.1920,0.4030,0.338270,0.217938,0.740395,0.259057,0.298433,0.758031
外文组,21,10,false,Unlikely advance,-21.46,41.53,35.20,47.86,YF1020,【YF1020】「解剖學」DeadEnd【歌影回战S3】,BV1pCEf6XEcw,205,10,4,7,2,6,0,0.4837,0.1920,0.4030,0.373357,0.410170,0.309364,0.544467,0.508116,0.369970
外文组,22,10,false,Unlikely advance,-21.89,41.10,38.48,43.72,YF1023,【YF1023】六月、夏が終わる（六月，夏终）【歌影回战S3】,BV1HCEf6XEot,220,11,6,5,0,5,0,0.4837,0.1920,0.4030,0.477937,0.671264,0.127091,0.649047,0.701567,0.132969
外文组,23,10,false,Unlikely advance,-22.27,40.72,47.75,33.68,YF1027,【YF1027】Lullaby【歌影回战S3】,BV1pCEf6XE5Q,335,12,5,11,1,9,0,0.4837,0.1920,0.4030,0.247361,0.454545,0.637274,0.121212,0.386903,0.486214
外文组,24,10,false,Unlikely advance,-23.18,39.80,38.32,41.29,YF1003,【YF1003】《mi， jan sona ilo， akesi ilo》（《吾，人知器，獸器》《我，机械博士与机械龙》）【歌影回战S3】,BV1EQEf67EDq,257,12,6,5,2,9,0,0.4837,0.1920,0.4030,0.522898,0.537199,0.066485,0.569833,0.610658,0.030303
外文组,25,10,false,Unlikely advance,-24.23,38.76,30.69,46.84,YF1017,【YF1017】バラのように【歌影回战S3】,BV1pCEf6XEcj,187,12,2,7,0,10,0,0.4837,0.1920,0.4030,0.671451,0.103762,0.254637,0.815220,0.207524,0.405696
外文组,26,10,false,Unlikely advance,-25.53,37.46,28.40,46.52,YF1019,【YF1019】简素転生【歌影回战S3】,BV1kCEf6XEs8,186,7,6,5,0,8,0,0.4837,0.1920,0.4030,0.074277,0.657192,0.255547,0.240450,0.816963,0.284940
外文组,27,10,false,Unlikely advance,-27.31,35.68,27.81,43.56,YF1013,【YF1013】nonohana【歌影回战S3】,BV1HCEf6XEhK,201,9,2,8,2,6,0,0.4837,0.1920,0.4030,0.223817,0.102543,0.522851,0.407610,0.206304,0.625062
外文组,28,10,false,Unlikely advance,-27.78,35.21,56.57,13.85,YF1006,【YF1006】終末のラプソディー（终末狂想曲）【歌影回战S3】,BV1pCEf6XEwp,528,18,7,15,2,6,0,0.4837,0.1920,0.4030,0.448774,0.615535,0.660333,0.043973,0.082654,0.298062
外文组,29,10,false,Unlikely advance,-28.29,34.70,37.76,31.64,YF1015,【YF1015】浪潮【歌影回战S3】,BV1HCEf6XEyg,292,9,4,7,4,12,0,0.4837,0.1920,0.4030,0.107542,0.349564,0.383093,0.104580,0.355381,0.267759
外文组,30,10,false,Unlikely advance,-31.04,31.94,41.29,22.59,YF1012,【YF1012】Kann(勘)【歌影回战S3】,BV1HCEf6XEZa,343,16,4,10,0,8,0,0.4837,0.1920,0.4030,0.666667,0.213340,0.375393,0.479912,0.072240,0.236546
外文组,31,10,false,Unlikely advance,-35.36,27.62,26.51,28.74,YF1021,【YF1021】Rain In Night(夜之雨)【歌影回战S3】,BV1pCEf6XEFd,208,9,2,4,1,9,0,0.4837,0.1920,0.4030,0.489633,0.163149,0.085031,0.477937,0.173563,0.109455
外文组,32,10,false,Unlikely advance,-38.82,24.17,21.63,26.71,YF1008,【YF1008】天使だから【歌影回战S3】,BV1HCEf6XEXs,216,8,2,6,1,5,0,0.4837,0.1920,0.4030,0.178856,0.059387,0.377214,0.283436,0.125810,0.364547
外文组,33,10,false,Unlikely advance,-41.42,21.57,15.52,27.63,YF1001,【YF1001】幸せ（幸福）【歌影回战S3】,BV1EQEf67EWp,204,8,2,4,1,5,0,0.4837,0.1920,0.4030,0.324447,0.058168,0.103577,0.402673,0.228352,0.151970
外文组,34,10,false,Unlikely advance,-44.24,18.75,19.05,18.45,YF1030,【YF1030】雨夜（RainNight）【歌影回战S3】,BV1ACEf69E35,208,5,2,1,0,3,0,0.4837,0.1920,0.4030,0.278499,0.274886,0.000000,0.264828,0.244583,0.048849
